LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCERT_GEOM,SCH_MATHCLASSES_GEOM,Total_Geomty_enroll_students
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00671,ESC. ESPECIALIZADA BELLAS ARTES DE HUMACAO,720003000671,720003000671,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00685,SUPERIOR URBANA NUEVA,720003000685,720003000685,7,12,109
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00689,CENTRO RESIDENCIAL DE OPORTUNIDADES EDUCATIVAS DE MAYAGUEZ,720003000689,720003000689,9,12,131
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00697,LOAIZA CORDERO DEL ROSARIO,720003000697,720003000697,2,4,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00698,RUBEN RODRIGUEZ FIGUEROA,720003000698,720003000698,1,14,188
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00703,FRANCISCO MENDOZA,720003000703,720003000703,1,1,3
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00710,SUPERIOR VOCACIONAL,720003000710,720003000710,1,8,115
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00714,SUPERIOR URBANA,720003000714,720003000714,3,8,92
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00730,JOSE DE DIEGO,720003000730,720003000730,3,6,8
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00731,SALVADOR FUENTES,720003000731,720003000731,4,7,7
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00732,ECOLOGICA DE CULEBRA,720003000732,720003000732,1,1,10
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00734,LUIS NEGRON LOPEZ,720003000734,720003000734,7,11,194
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00745,DRA. MARIA CADILLA DE MARTINEZ,720003000745,720003000745,4,10,119
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00750,CRISTINA (AMADA) MARTINEZ MARTINEZ,720003000750,720003000750,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00752,ARSENIO MARTINEZ,720003000752,720003000752,15,15,325
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00764,SEGUNDO RUIZ BELVIS,720003000764,720003000764,7,7,161
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00781,ESCUELA ESPECIALIZADA BILINGUE ALCIDES FIGUEROA,720003000781,720003000781,2,2,37
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00844,NARCISO RABELL CABRERO,720003000844,720003000844,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00903,SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO,720003000903,720003000903,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00926,RAMON JOSE DAVILA,720003000926,720003000926,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00970,LUIS MUNOZ MARIN,720003000970,720003000970,3,3,30
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00974,RAFAEL IRIZARRY RIVERA,720003000974,720003000974,0,4,93
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01011,MANUEL MARTIN MONSERRATE,720003001011,720003001011,1,5,89
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01030,DR. PILA,720003001030,720003001030,5,5,108
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01045,PONCE HIGH SCHOOL,720003001045,720003001045,2,9,197
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01074,DR RAFAEL LOPEZ LANDRON,720003001074,720003001074,4,4,68
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01101,LILA MARIA MERCEDES MAYORAL,720003001101,720003001101,5,5,77
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01102,BERNARDINO CORDERO BERNARD,720003001102,720003001102,3,19,288
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01111,DR. RAFAEL PUJALS,720003001111,720003001111,1,6,113
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01133,JOSE EMILIO LUGO,720003001133,720003001133,7,11,305
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01179,SU ANTONIO ROMERO MUNIZ,720003001179,720003001179,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01223,DR PEDRO ALBIZU CAMPOS,720003001223,720003001223,5,7,169
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01230,ADOLFINA IRIZARRY DE PUIG,720003001230,720003001230,0,3,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01240,NICOLAS SEVILLA,720003001240,720003001240,1,2,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01266,DR. FACUNDO BUESO,720003001266,720003001266,0,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01267,ALBERT EINSTEIN,720003001267,720003001267,5,5,116
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01280,REPUBLICA DEL PERU,720003001280,720003001280,5,5,54
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01281,RAFAEL CORDERO,720003001281,720003001281,5,5,80
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01282,PADRE RUFO (BILINGUE),720003001282,720003001282,2,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01283,JOSE JULIAN ACOSTA (TEATRO),720003001283,720003001283,4,6,59
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01284,MADAME LUCHETTI,720003001284,720003001284,4,4,52
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01286,CENTRAL ARTES VISUALES (ESPECIALIZADA),720003001286,720003001286,0,4,82
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01287,DR. JOSE CELSO BARBOSA,720003001287,720003001287,0,2,50
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01309,AMALIA MARIN,720003001309,720003001309,1,1,34
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01318,INES M MENDOZA VDA DE MUNOZ MARIN,720003001318,720003001318,2,3,83
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01319,JUAN ANTONIO CORRETJER,720003001319,720003001319,1,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01333,SUPERIOR BERWIND,720003001333,720003001333,13,15,97
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01347,REPUBLICA DE COLOMBIA,720003001347,720003001347,1,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01348,MIGUEL SUCH,720003001348,720003001348,20,26,192
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01349,RAMON VILA MAYO,720003001349,720003001349,7,7,78
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01361,JUAN PONCE DE LEON,720003001361,720003001361,1,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01374,GABRIELA MISTRAL,720003001374,720003001374,7,13,177
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01377,JUAN JOSE OSUNA (ESPSECIALIZADA),720003001377,720003001377,0,1,45
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01378,ERNESTO RAMOS ANTONINI (MUSICA),720003001378,720003001378,5,7,102
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01379,TRINA PADILLA DE SANZ,720003001379,720003001379,5,6,106
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01391,ROSALINA C. MARTINEZ,720003001391,720003001391,2,3,3
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01392,MARGARITA JANER PALACIOS,720003001392,720003001392,7,12,178
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01411,JOSE SANTOS ALEGRIA,720003001411,720003001411,1,11,194
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01432,FRANCISCO OLLER,720003001432,720003001432,0,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01438,EMILIO R. DELGADO,720003001438,720003001438,6,15,218
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01469,DR. JOSE M. LAZARO,720003001469,720003001469,9,9,199
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01477,LUZ AMERICA CALDERON,720003001477,720003001477,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01483,CARLOS F DANIELS (VOC. DE AREA),720003001483,720003001483,1,11,150
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01495,SALVADOR BRAU,720003001495,720003001495,3,4,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01502,LUIS PALES MATOS,720003001502,720003001502,3,8,71
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01505,MIGUEL DE CERVANTES SAAVEDRA,720003001505,720003001505,7,7,134
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01506,TOMAS C. ONGAY,720003001506,720003001506,3,6,7
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01528,DR. AGUSTIN STAHL,720003001528,720003001528,8,8,115
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01533,MIGUEL MELENDEZ MUNOZ,720003001533,720003001533,6,9,147
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01534,FRANCISCO MANRIQUE CABRERA,720003001534,720003001534,4,4,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01554,PABLO CASALS,720003001554,720003001554,0,3,60
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01555,PAPA JUAN XXIII,720003001555,720003001555,7,8,102
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01564,CACIQUE AGUEYBANA,720003001564,720003001564,2,3,84
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01569,RAFAEL PONT FLORES,720003001569,720003001569,1,1,22
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01570,DR. JOSE N. GANDARA,720003001570,720003001570,2,8,148
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01584,SU PASTO,720003001584,720003001584,5,5,20
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01589,MEDARDO CARAZO,720003001589,720003001589,2,3,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01600,JESUS T. PINERO,720003001600,720003001600,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01611,DOMINGO APONTE COLLAZO,720003001611,720003001611,8,10,174
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01633,JOSEFINA LINARES,720003001633,720003001633,6,8,13
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01637,GABRIELA MISTRAL,720003001637,720003001637,3,3,28
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01643,FERNANDO CALLEJO,720003001643,720003001643,2,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01657,ALBERTO MELENDEZ TORRES,720003001657,720003001657,6,6,104
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01658,JOSE ROJAS CORTES,720003001658,720003001658,8,8,127
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01695,JUAN ALEJO ARIZMENDI,720003001695,720003001695,1,8,115
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01707,TRINA PADILLA DE SANZ,720003001707,720003001707,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01723,NUEVA INTERMEDIA,720003001723,720003001723,5,5,132
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01762,LUIS MUNOZ RIVERA,720003001762,720003001762,7,13,154
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01778,ANTONIO TULLA TORRES,720003001778,720003001778,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01782,JOSE VIZCARRONDO (SU ANGELES),720003001782,720003001782,1,1,21
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01788,LADISLAO MARTINEZ,720003001788,720003001788,2,7,157
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01800,LINO PADRO RIVERA,720003001800,720003001800,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01803,NUEVA SUPERIOR DE LOIZA (SUPERIOR VOCACIONAL),720003001803,720003001803,6,6,121
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01817,SUPERIOR VOCACIONAL NUEVA,720003001817,720003001817,4,4,95
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01828,DRA. MARIA SOCORRO LACOT,720003001828,720003001828,18,21,310
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01840,PEDRO P. CASABLANCA,720003001840,720003001840,2,3,37
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01842,JOSE FELIPE ZAYAS,720003001842,720003001842,0,4,128
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01844,JOSEFA DEL RIO GUERRERO,720003001844,720003001844,10,11,132
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01849,BETHZAIDA VELAZQUEZ SUPERIOR,720003001849,720003001849,2,5,6
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01853,JOSEFINA BARCELO,720003001853,720003001853,5,5,96
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01855,LEONIDES MORALES RODRIGUEZ,720003001855,720003001855,12,12,206
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01862,ANTONIO FERNOS ISERN,720003001862,720003001862,4,7,115
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01868,MARIA CRUZ BUITRAGO,720003001868,720003001868,4,4,54
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01869,ELADIO TIRADO LOPEZ,720003001869,720003001869,2,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01871,ELOISA PASCUAL,720003001871,720003001871,6,8,109
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01873,LUIS MUNOZ MARIN,720003001873,720003001873,0,1,23
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01874,DR. HERIBERTO DOMENECH,720003001874,720003001874,9,11,190
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01875,MARIA TERESA PINEIRO,720003001875,720003001875,5,7,125
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01878,GILBERTO CONCEPCION DE GRACIA,720003001878,720003001878,2,3,3
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01879,ABELARDO MARTINEZ OTERO,720003001879,720003001879,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01882,ADRIAN TORRES TORRES,720003001882,720003001882,0,3,81
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01883,ESCUELA LIBRE DE MUSICA (ESPECIALIZADA),720003001883,720003001883,12,16,17
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01884,EUGENIO MARIA DE HOSTOS (SUPERIOR),720003001884,720003001884,2,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01885,FERMIN DELGADO DIAZ (SU BO PENA POBRE),720003001885,720003001885,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01891,SUPERIOR URBANA,720003001891,720003001891,7,7,137
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01897,LIBRE DE MUSICA Y BELLAS ARTES ERNESTO RAMOS ANTONINI,720003001897,720003001897,35,41,53
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01901,ANA J. CANDELAS,720003001901,720003001901,5,5,88
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01902,LUIS MUNOZ MARIN,720003001902,720003001902,8,14,167
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01906,DR. SANTIAGO VEVE CALZADA,720003001906,720003001906,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01916,ISABEL FLORES,720003001916,720003001916,1,7,139
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01921,ESPECIALIZADA DE BELLAS ARTES,720003001921,720003001921,1,1,34
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01923,DR EFRAIN SANCHEZ HIDALGO,720003001923,720003001923,9,10,160
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01928,EVA Y PATRIA CUSTODIO,720003001928,720003001928,4,4,100
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01930,JUAN MORELL CAMPOS (MUSICA ),720003001930,720003001930,4,25,47
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01931,NUEVA BRIGIDA ALVAREZ RODRIGUEZ,720003001931,720003001931,10,10,205
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01935,NUEVA SUP CON DEPARTAMENTO VOCACIONAL,720003001935,720003001935,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01937,SUPERIOR JARDINES DE PONCE,720003001937,720003001937,1,6,121
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01939,CENTRO RESIDENCIAL DE OPORTUNIDADES EDUCATIVAS DE VILLALBA,720003001939,720003001939,3,10,103
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01940,CENTRO RESIDENCIAL DE OPORTUNIDADES EDUCATIVAS DE CEIBA,720003001940,720003001940,2,6,45
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01942,WILLIAM RIVERA BETANCOURT (BO SAN ISIDRO VOCACIONAL),720003001942,720003001942,2,5,5
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01943,UNIVERSITY GARDENS (ESPECIALIZADA),720003001943,720003001943,9,9,156
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01976,ADELA BRENES TEXIDOR,720003001976,720003001976,3,6,67
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01982,JOSE COLLAZO COLON,720003001982,720003001982,0,3,3
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01984,BENITO CEREZO MARQUEZ,720003001984,720003001984,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01990,STELLA MARQUEZ,720003001990,720003001990,1,6,104
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01991,JULIAN E BLANCO (BALLET),720003001991,720003001991,1,1,9
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01997,PORFIRIO CRUZ GARCIA,720003001997,720003001997,1,5,42
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,01999,GENARO CAUTINO,720003001999,720003001999,3,3,43
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02000,ANTONIO DOMINGUEZ NIEVES,720003002000,720003002000,0,3,38
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02003,PETRA MERCADO BOUGART,720003002003,720003002003,2,8,152
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02007,ERNESTO RAMOS ANTONINI,720003002007,720003002007,1,2,65
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02012,VENUS GARDENS,720003002012,720003002012,6,6,148
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02019,INES MARIA MENDOZA DE MUNOZ MARIN,720003002019,720003002019,9,9,145
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02028,JUAN PONCE DE LEON (ESPECIALIZADA),720003002028,720003002028,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02029,EDUARDO GARCIA CARRILLO,720003002029,720003002029,4,6,64
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02035,DR PEDRO ALBIZU CAMPOS,720003002035,720003002035,0,2,20
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02043,ANTONIO S PAOLI (MUSICA),720003002043,720003002043,5,6,9
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02048,DRA. CONCHITA CUEVAS,720003002048,720003002048,7,13,157
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02059,MONSERRATE LEON DE IRIZARRY,720003002059,720003002059,10,10,156
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,02060,LUIS MUNOZ MARIN,720003002060,720003002060,8,9,112
