SCHOOL_YEAR,ST,SCH_NAME,ST_SCHID,NCESSCH,SY_STATUS,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,DATA_GROUP,FARMS_COUNT
2017-2018,AR,MORRILTON SR. HIGH SCHOOL,AR-1507000-1507036,051252001242,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,57.33,Free and Reduced-price Lunch Table,503.0
2017-2018,AR,SOUTHSIDE CHARTER HIGH SCHOOL,AR-3209000-3209703,051254001012,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,26.76,Free and Reduced-price Lunch Table,131.0
2017-2018,AR,SOUTH SIDE HIGH SCHOOL,AR-7105000-7105019,051257001014,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,27.33,Free and Reduced-price Lunch Table,192.0
2017-2018,AR,SPRING HILL HIGH SCHOOL,AR-2906000-2906026,051263001018,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,24.18,Free and Reduced-price Lunch Table,98.0
2017-2018,AR,SPRINGDALE HIGH SCHOOL,AR-7207000-7207049,051266001025,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,174.91,Free and Reduced-price Lunch Table,1101.0
2017-2018,AR,HAR-BER HIGH SCHOOL,AR-7207000-7207062,051266001118,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,155.73,Free and Reduced-price Lunch Table,929.0
2017-2018,AR,SPRINGDALE SCHOOL OF INNOVATIONS,AR-7207000-7207703,051266001633,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,48.02,Free and Reduced-price Lunch Table,319.0
2017-2018,AR,STRONG HIGH SCHOOL,AR-7009000-7009049,051293001049,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,17.25,Free and Reduced-price Lunch Table,69.0
2017-2018,AR,STUTTGART HIGH SCHOOL,AR-0104000-0104025,051296001055,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,41.55,Free and Reduced-price Lunch Table,354.0
2017-2018,AR,GREENE CO. TECH HIGH SCHOOL,AR-2807000-2807008,051308001066,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,53.79,Free and Reduced-price Lunch Table,236.0
2017-2018,AR,ARKANSAS HIGH SCHOOL,AR-4605000-4605026,051311001068,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,81.9,Free and Reduced-price Lunch Table,352.0
2017-2018,AR,WASHINGTON ACADEMY CHARTER SCHOOL,AR-4605000-4605703,051311001582,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,13.52,Free and Reduced-price Lunch Table,37.0
2017-2018,AR,TUCKERMAN HIGH SCHOOL,AR-3405000-3405025,051323001083,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,24.02,Free and Reduced-price Lunch Table,114.0
2017-2018,AR,VALLEY SPRINGS HIGH SCHOOL,AR-0505000-0505027,051335001093,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,23.34,Free and Reduced-price Lunch Table,47.0
2017-2018,AR,VALLEY VIEW HIGH SCHOOL,AR-1612000-1612048,051338001095,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,47.29,Free and Reduced-price Lunch Table,65.0
2017-2018,AR,VAN BUREN HIGH SCHOOL,AR-1705000-1705027,051341001103,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,83.56,Free and Reduced-price Lunch Table,421.0
2017-2018,AR,VILONIA HIGH SCHOOL,AR-2307000-2307034,051353001110,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,57.32,Free and Reduced-price Lunch Table,203.0
2017-2018,AR,VIOLA HIGH SCHOOL,AR-2503000-2503010,051356001112,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,20.99,Free and Reduced-price Lunch Table,71.0
2017-2018,AR,WALDRON HIGH SCHOOL,AR-6401000-6401003,051368001122,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,40.57,Free and Reduced-price Lunch Table,168.0
2017-2018,AR,WATSON CHAPEL HIGH SCHOOL,AR-3509000-3509067,051393001140,1,Regular School,1,High,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,49.11,Free and Reduced-price Lunch Table,125.0
2017-2018,AR,WEST FORK HIGH SCHOOL,AR-7208000-7208062,051401001144,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,27.45,Free and Reduced-price Lunch Table,96.0
2017-2018,AR,WESTSIDE HIGH SCHOOL,AR-3606000-3606026,051402001267,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.97,Free and Reduced-price Lunch Table,227.0
2017-2018,AR,WEST SIDE HIGH SCHOOL,AR-1204000-1204015,051404001147,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,25.96,Free and Reduced-price Lunch Table,165.0
2017-2018,AR,WHITE HALL HIGH SCHOOL,AR-3510000-3510076,051414001156,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,61.85,Free and Reduced-price Lunch Table,173.0
2017-2018,AR,WONDERVIEW HIGH SCHOOL,AR-1505000-1505026,051437001170,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.37,Free and Reduced-price Lunch Table,73.0
2017-2018,AR,WOODLAWN HIGH SCHOOL,AR-1304000-1304015,051440001172,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,21.67,Free and Reduced-price Lunch Table,38.0
2017-2018,AR,WYNNE HIGH SCHOOL,AR-1905000-1905017,051443001176,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,66.24,Free and Reduced-price Lunch Table,230.0
2017-2018,AR,YELLVILLE-SUMMIT HIGH SCHOOL,AR-4502000-4502006,051449001178,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.66,Free and Reduced-price Lunch Table,138.0
2017-2018,CA,Vasquez High,CA-1975309-1995786,060000103278,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,18.8,Free and Reduced-price Lunch Table,171.0
2017-2018,CA,Cuyama Valley High,CA-4275010-4231205,060000908779,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,6.37,Free and Reduced-price Lunch Table,40.0
2017-2018,CA,Herlong High,CA-1875036-1833409,060001109065,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,5.84,Free and Reduced-price Lunch Table,26.0
2017-2018,CA,Rocklin High,CA-3175085-3130150,060001302405,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,90.65,Free and Reduced-price Lunch Table,302.0
2017-2018,CA,Victory High,CA-3175085-3130200,060001306176,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,4.2,Free and Reduced-price Lunch Table,36.0
2017-2018,CA,Whitney High,CA-3175085-0108084,060001311010,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,81.91,Free and Reduced-price Lunch Table,353.0
2017-2018,CA,Sultana High,CA-3675044-3630746,060001405093,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,85.38,Free and Reduced-price Lunch Table,1423.0
2017-2018,CA,Hesperia Community Day,CA-3675044-3630944,060001408296,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,2.0,Free and Reduced-price Lunch Table,10.0
2017-2018,CA,Hesperia High,CA-3675044-3630407,060001409072,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,92.45,Free and Reduced-price Lunch Table,1666.0
2017-2018,CA,Mojave High,CA-3675044-3630472,060001409073,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,17.1,Free and Reduced-price Lunch Table,269.0
2017-2018,CA,Summit Leadership Academy-High Desert,CA-3675044-0107516,060001411118,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,8.0,Free and Reduced-price Lunch Table,388.0
2017-2018,CA,Mirus Secondary,CA-3675044-0114389,060001411899,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,9.45,Free and Reduced-price Lunch Table,142.0
2017-2018,CA,Canyon Ridge High,CA-3675044-0115444,060001412100,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,11.65,Free and Reduced-price Lunch Table,165.0
2017-2018,CA,Encore Jr./Sr. High Sch for the Perf and Visual Arts,CA-3675044-0116707,060001412375,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,31.85,Free and Reduced-price Lunch Table,608.0
2017-2018,CA,Oak Hills High,CA-3675044-0119115,060001412417,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,99.7,Free and Reduced-price Lunch Table,1665.0
2017-2018,CA,Mountain View High,CA-3675051-3630696,060001503907,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,1.0,Free and Reduced-price Lunch Table,14.0
2017-2018,CA,Lucerne Valley High,CA-3675051-3630563,060001510305,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,14.27,Free and Reduced-price Lunch Table,156.0
2017-2018,CA,Hillside High,CA-3675069-3630456,060001609085,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,11.5,Free and Reduced-price Lunch Table,125.0
2017-2018,CA,Upland High,CA-3675069-3637584,060001609086,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,138.73,Free and Reduced-price Lunch Table,1780.0
2017-2018,CA,Granite Hills High,CA-3675077-3630894,060001708297,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,64.16,Free and Reduced-price Lunch Table,1019.0
2017-2018,CA,Apple Valley High,CA-3675077-3630423,060001709098,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,90.18,Free and Reduced-price Lunch Table,1221.0
2017-2018,CA,Hayfork High,CA-5375028-5337407,060001809107,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,7.13,Free and Reduced-price Lunch Table,62.0
2017-2018,CA,Dublin High,CA-0175093-0132704,060001909273,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,113.6,Free and Reduced-price Lunch Table,335.0
2017-2018,CA,Valley High (Continuation),CA-0175093-0138453,060001909274,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,8.1,Free and Reduced-price Lunch Table,28.0
2017-2018,CA,Foothill High,CA-0175101-0130096,060002009279,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,91.55,Free and Reduced-price Lunch Table,193.0
2017-2018,CA,Village High,CA-0175101-0130252,060002009280,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,12.3,Free and Reduced-price Lunch Table,29.0
2017-2018,CA,Amador Valley High,CA-0175101-0130583,060002009282,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,113.9,Free and Reduced-price Lunch Table,177.0
2017-2018,CA,Mendota Continuation High,CA-1075127-1030261,060002200374,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,1.2,Free and Reduced-price Lunch Table,10.0
2017-2018,CA,Mendota High,CA-1075127-1030493,060002200395,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,34.86,Free and Reduced-price Lunch Table,878.0
2017-2018,CA,Mira Costa High,CA-1975333-1935808,060002506328,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,101.06,Free and Reduced-price Lunch Table,155.0
2017-2018,CA,Frazier Mountain High,CA-1575168-1530401,060002604544,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,12.43,Free and Reduced-price Lunch Table,157.0
2017-2018,CA,Ortega High,CA-3375176-3330115,060002709488,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,17.6,Free and Reduced-price Lunch Table,220.0
2017-2018,CA,Elsinore High,CA-3375176-3332350,060002709489,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,88.16,Free and Reduced-price Lunch Table,1319.0
2017-2018,CA,Temescal Canyon High,CA-3375176-3330487,060002710280,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,96.98,Free and Reduced-price Lunch Table,1205.0
2017-2018,CA,Lakeside High,CA-3375176-0107920,060002711036,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,80.95,Free and Reduced-price Lunch Table,1330.0
2017-2018,CA,Chaparral High,CA-3375192-3330743,060002807222,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,116.95,Free and Reduced-price Lunch Table,935.0
2017-2018,CA,Temecula Valley High,CA-3375192-3330370,060002809499,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,108.48,Free and Reduced-price Lunch Table,832.0
2017-2018,CA,Rancho Vista High,CA-3375192-3330495,060002809500,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,12.57,Free and Reduced-price Lunch Table,46.0
2017-2018,CA,Susan H. Nelson,CA-3375192-3330636,060002810589,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,10.2,Free and Reduced-price Lunch Table,68.0
2017-2018,CA,Great Oak High,CA-3375192-0105734,060002811038,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,121.47,Free and Reduced-price Lunch Table,622.0
2017-2018,CA,Murrieta Valley High,CA-3375200-3330529,060002909685,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,96.18,Free and Reduced-price Lunch Table,590.0
2017-2018,CA,Vista Murrieta High,CA-3375200-0100420,060002911249,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,131.25,Free and Reduced-price Lunch Table,1025.0
2017-2018,CA,Murrieta Mesa High,CA-3375200-0118794,060002912289,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,89.29,Free and Reduced-price Lunch Table,841.0
2017-2018,CA,Redondo Shores High (Continuation),CA-1975341-1995752,060003202227,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,4.1,Free and Reduced-price Lunch Table,30.0
2017-2018,CA,Redondo Union High,CA-1975341-1937143,060003206330,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,116.32,Free and Reduced-price Lunch Table,585.0
2017-2018,CA,Dos Palos High,CA-2475317-2431203,060003301258,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,32.0,Free and Reduced-price Lunch Table,518.0
2017-2018,CA,Westside High,CA-2475317-2430015,060003307695,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,5.0,Free and Reduced-price Lunch Table,44.0
2017-2018,CA,Westside Community Day Middle High,CA-2475317-0123091,060003312656,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,1.0,Free and Reduced-price Lunch Table,8.0
2017-2018,CA,Windsor High,CA-4975358-4930228,060003405470,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,80.25,Free and Reduced-price Lunch Table,532.0
2017-2018,CA,Windsor Oaks Academy,CA-4975358-4930269,060003408652,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,9.93,Free and Reduced-price Lunch Table,31.0
2017-2018,CA,Farmersville High,CA-5475325-5430210,060003507903,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,32.1,Free and Reduced-price Lunch Table,538.0
2017-2018,CA,Deep Creek Academy,CA-5475325-5430277,060003508425,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,2.0,Free and Reduced-price Lunch Table,55.0
2017-2018,CA,Natomas High,CA-3475283-3430584,060003603755,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,51.1,Free and Reduced-price Lunch Table,701.0
2017-2018,CA,Discovery High,CA-3475283-3430626,060003606335,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,10.2,Free and Reduced-price Lunch Table,89.0
2017-2018,CA,Inderkum High,CA-3475283-0102236,060003611084,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,78.6,Free and Reduced-price Lunch Table,1043.0
2017-2018,CA,Natomas Pacific Pathways Prep,CA-3475283-0112425,060003611735,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,32.7,Free and Reduced-price Lunch Table,269.0
2017-2018,CA,Leroy Greene Academy,CA-3475283-0126060,060003613189,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,40.0,Free and Reduced-price Lunch Table,429.0
2017-2018,CA,Ferndale High,CA-1275374-1232909,060003701551,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,11.76,Free and Reduced-price Lunch Table,79.0
2017-2018,CA,Delhi High,CA-2475366-2430114,060003907540,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,36.1,Free and Reduced-price Lunch Table,629.0
2017-2018,CA,Riverdale High,CA-1075408-1035575,060004005120,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.26,Free and Reduced-price Lunch Table,442.0
2017-2018,CA,Horizon High,CA-1075408-1030253,060004007830,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,1.0,Free and Reduced-price Lunch Table,12.0
2017-2018,CA,Warner Junior/Senior High,CA-3775416-3730975,060004205341,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,6.8,Free and Reduced-price Lunch Table,66.0
2017-2018,CA,Scotts Valley High,CA-4475432-4430211,060004308369,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.9,Free and Reduced-price Lunch Table,76.0
2017-2018,CA,Healdsburg High,CA-4975390-4932554,060004402140,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,31.97,Free and Reduced-price Lunch Table,243.0
2017-2018,CA,Marce Becerra Academy,CA-4975390-4930251,060004406727,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,1.2,Free and Reduced-price Lunch Table,12.0
2017-2018,CA,North Valley High (Continuation),CA-1175481-1130012,060004507089,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,2.0,Free and Reduced-price Lunch Table,20.0
2017-2018,CA,Orland High,CA-1175481-1135656,060004507090,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,33.85,Free and Reduced-price Lunch Table,472.0
2017-2018,CA,Gonzales High,CA-2775473-2730885,060004607183,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,33.92,Free and Reduced-price Lunch Table,658.0
2017-2018,CA,Somavia High,CA-2775473-2730067,060004611204,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,1.72,Free and Reduced-price Lunch Table,29.0
2017-2018,CA,Merrill F. West High,CA-3975499-3930302,060004707371,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,85.76,Free and Reduced-price Lunch Table,1184.0
2017-2018,CA,Duncan-Russell Continuation,CA-3975499-3937976,060004707379,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,1.0,Free and Reduced-price Lunch Table,13.0
2017-2018,CA,Tracy High,CA-3975499-3938008,060004707380,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,88.96,Free and Reduced-price Lunch Table,808.0
2017-2018,CA,Willow Community Day,CA-3975499-3930393,060004708341,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,2.0,Free and Reduced-price Lunch Table,27.0
2017-2018,CA,George and Evelyn Stein Continuation,CA-3975499-0114140,060004712105,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,9.0,Free and Reduced-price Lunch Table,70.0
2017-2018,CA,John C. Kimball High,CA-3975499-0119040,060004712372,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,58.66,Free and Reduced-price Lunch Table,532.0
2017-2018,CA,Paso Robles High,CA-4075457-4035754,060004807404,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,93.48,Free and Reduced-price Lunch Table,898.0
2017-2018,CA,Liberty High (Continuation),CA-4075457-4035762,060004807405,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,6.71,Free and Reduced-price Lunch Table,68.0
2017-2018,CA,Independence High,CA-4075457-0119354,060004812391,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,6.31,Free and Reduced-price Lunch Table,37.0
2017-2018,CA,Leffingwell High (Continuation),CA-4075465-4030144,060004907413,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.0,Free and Reduced-price Lunch Table,9.0
2017-2018,CA,Coast Union High,CA-4075465-4032009,060004907414,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,15.2,Free and Reduced-price Lunch Table,120.0
2017-2018,CA,Esperanza High (Continuation),CA-0475507-0433946,060005102015,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,1.9,Free and Reduced-price Lunch Table,22.0
2017-2018,CA,Gridley High,CA-0475507-0433953,060005102016,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.14,Free and Reduced-price Lunch Table,419.0
